sale_id,customer_name,product_name,product_category,quantity,price,discount,sale_date,payment_method,sales_rep_name,customer_email,customer_phone,shipping_address,order_status
450,Arabela Wayt,Cheese - Le Cru Du Clocher,electronics,64,278.36,0.89,7/20/2020,cash,Waldon Gutteridge,wgutteridgech@e-recht24.de,956-321-5072,2466 Evergreen Center,pending
451,Clint Pollicatt,Pork - Shoulder,clothing,35,139.2,0.95,6/30/2021,credit card,Sephira Sturdey,ssturdeyci@slate.com,157-351-7806,739 Sutherland Alley,delivered
452,Gussy Spence,Ham - Proscuitto,clothing,43,331.32,0.81,10/30/2021,credit card,Galvan McClelland,gmcclellandcj@prnewswire.com,364-659-4361,21 Walton Terrace,delivered
453,Ros Baistow,Coffee - Flavoured,food,75,61.46,0.81,4/30/2020,cash,Andreana Portail,aportailck@dropbox.com,804-238-0600,8058 Sutherland Plaza,shipped
454,Elena Robke,Soup Campbells Beef With Veg,food,17,852.31,0.42,1/1/2021,credit card,Barnabe Metzke,bmetzkecl@hp.com,969-884-9425,009 Delaware Trail,pending
455,Rosabelle Flaunders,Grapes - Green,food,87,810.48,0.77,4/5/2021,cash,Lizzie Trodden,ltroddencm@addthis.com,216-882-6332,3 Thierer Trail,delivered
456,Rose Beggs,Muffin Chocolate Individual Wrap,electronics,69,547.78,0.01,12/16/2020,cash,Vyky Stratford,vstratfordcn@noaa.gov,457-150-9748,5979 Shasta Place,pending
457,Lucho Trymme,"Water, Tap",electronics,93,141.29,0.16,7/25/2021,credit card,Lula Stringer,lstringerco@nsw.gov.au,481-526-6810,624 5th Lane,shipped
458,Rutger Klyner,"Wine - White, Chardonnay",food,80,413.87,0.98,8/30/2020,credit card,Andy Norfolk,anorfolkcp@jigsy.com,559-190-7237,070 Homewood Circle,pending
459,Blanche Stanbridge,Muffin - Mix - Strawberry Rhubarb,clothing,5,282.04,0.34,6/27/2020,cash,Xena Rossbrook,xrossbrookcq@tmall.com,195-712-0083,08771 Nevada Way,shipped
460,Jacky Gunthorpe,Flour - So Mix Cake White,electronics,88,775.71,0.52,5/23/2020,debit card,Nelia Slocket,nslocketcr@utexas.edu,100-822-3028,4 Morningstar Point,shipped
461,Jeff Looker,Lemon Balm - Fresh,electronics,49,361.32,0.21,5/26/2020,debit card,Barnie Delacoste,bdelacostecs@cnet.com,791-387-0853,6086 Ohio Avenue,pending
462,Lorine Cowans,Dried Apple,food,26,701.62,0.71,1/19/2020,cash,Mil Punch,mpunchct@google.co.uk,426-472-4470,2005 Mayfield Center,pending
463,Veda MacKean,Veal - Inside,clothing,49,881.57,0.05,12/18/2020,credit card,Lari Keenor,lkeenorcu@github.io,142-469-1381,08 Mandrake Hill,delivered
464,Peri Lampkin,Pork - Kidney,clothing,24,239.59,0.58,4/20/2021,debit card,Maggi Geeson,mgeesoncv@cisco.com,136-658-1605,8 Valley Edge Road,delivered
465,Hubie Woolsey,Wine - Montecillo Rioja Crianza,clothing,47,516.53,0.68,10/6/2020,cash,Carlin Keizman,ckeizmancw@fotki.com,712-170-0901,317 Linden Road,pending
466,Bryan Callender,Coconut - Whole,electronics,44,895.22,0.35,8/6/2020,cash,Ertha De Bruin,edecx@creativecommons.org,300-531-1566,004 Luster Crossing,pending
467,Romain Wix,"Chicken - Wings, Tip Off",food,82,93.57,0.52,2/14/2020,credit card,Chucho Shuttlewood,cshuttlewoodcy@cbslocal.com,797-589-8517,83736 Memorial Place,pending
468,Evelin Wagstaff,Muffin Puck Ww Carrot,food,98,686.86,0.18,1/10/2021,debit card,Rochester Hallgate,rhallgatecz@engadget.com,679-536-6034,14601 Cherokee Road,pending
469,Garrot Quene,V8 - Berry Blend,food,24,108.76,0.35,5/2/2020,cash,Dorothy Navaro,dnavarod0@sbwire.com,164-899-9872,63 Badeau Pass,shipped
470,Griselda Paton,Tarragon - Fresh,electronics,81,409.72,0.76,8/27/2021,cash,Sloan Yemm,syemmd1@twitpic.com,587-871-2664,18202 Hovde Road,shipped
471,Christie Quene,"Olives - Green, Pitted",clothing,43,222.66,0.91,5/6/2020,debit card,Marco Hackwell,mhackwelld2@springer.com,349-420-9410,6 Gulseth Plaza,delivered
472,Jermain Gon,Veal - Ground,food,14,918.9,0.38,3/18/2021,debit card,Joachim Wondraschek,jwondraschekd3@google.fr,586-148-1124,55416 Carberry Trail,shipped
473,Genevra Jannex,Beef - Tenderloin,food,95,685.13,0.64,6/16/2020,cash,Conan Bottleson,cbottlesond4@sina.com.cn,635-494-0704,1794 Drewry Terrace,pending
474,Janice Knagges,General Purpose Trigger,clothing,49,977.69,0.78,9/5/2021,debit card,Donica Speddin,dspeddind5@kickstarter.com,964-261-2631,36342 Riverside Street,pending
475,Cori Raimbauld,Cape Capensis - Fillet,clothing,24,256.81,0.03,12/4/2020,credit card,Grethel Parkeson,gparkesond6@scientificamerican.com,389-710-5539,8738 Drewry Junction,delivered
476,Blythe Bleddon,Russian Prince,food,21,949.29,0.83,10/25/2021,credit card,Vernon Kordas,vkordasd7@ustream.tv,926-118-4298,3325 Forster Center,pending
477,Moyra Shovlar,Horseradish - Prepared,food,92,435.51,0.47,11/29/2020,cash,Shanna Savill,ssavilld8@ow.ly,789-871-6544,37002 Meadow Ridge Drive,shipped
478,Wilie Nutten,Cinnamon Buns Sticky,electronics,73,580.36,0.48,6/29/2020,cash,Humfrid Dagless,hdaglessd9@istockphoto.com,285-862-6193,023 Susan Parkway,delivered
479,Goddard Ingerith,Meldea Green Tea Liquor,food,3,887.35,0.6,6/13/2021,debit card,Wendie Farrall,wfarrallda@yellowpages.com,774-517-5818,1 Rieder Hill,delivered
480,Bernadette Dupoy,"Cup - 3.5oz, Foam",electronics,14,175.58,0.84,8/18/2020,debit card,Mordy Oliveira,moliveiradb@nhs.uk,581-270-0152,52050 Gale Terrace,delivered
481,Claudell Riddock,Banana - Green,electronics,51,164.64,0.44,1/21/2020,credit card,Kale Mitchelhill,kmitchelhilldc@tripod.com,972-358-5203,1161 Cascade Street,pending
482,Paolo Tzarkov,"Jam - Raspberry,jar",food,85,595.37,0.53,10/18/2021,cash,Blake Sissot,bsissotdd@jugem.jp,688-833-4040,3 Katie Court,delivered
483,Frederick Gopsell,Red Currants,clothing,56,298.44,0.89,7/6/2020,credit card,Joete Tradewell,jtradewellde@blog.com,377-371-5746,2 Badeau Drive,pending
484,Eleanore Oscroft,Bread - Corn Muffaletta,food,17,303.34,0.71,2/7/2020,debit card,Haze Knill,hknilldf@sogou.com,677-235-0995,3 Butterfield Alley,pending
485,Nichole Titchener,Carroway Seed,clothing,64,850.38,0.8,3/13/2021,debit card,Lizbeth Wade,lwadedg@photobucket.com,836-497-0178,3 Buell Parkway,pending
486,Evyn Windrum,Tea - Herbal Orange Spice,electronics,99,408.63,0.86,6/8/2021,credit card,Alexandr Bemment,abemmentdh@1und1.de,954-334-7481,52 Gulseth Place,shipped
487,Dolley Audley,"Wine - White, Gewurtzraminer",food,53,271.25,0.63,2/28/2020,cash,Kaja Merrywether,kmerrywetherdi@patch.com,113-701-6510,2 Scoville Drive,delivered
488,Shanie Wolfe,Silicone Parch. 16.3x24.3,electronics,16,37.67,0.65,8/9/2020,cash,Carla Caslett,ccaslettdj@ebay.co.uk,337-546-1551,5 Weeping Birch Crossing,shipped
489,Bond O'Quin,Coffee - Frthy Coffee Crisp,food,97,800.85,0.78,2/21/2021,debit card,Wallis Millett,wmillettdk@behance.net,220-876-0901,4 Scofield Hill,delivered
490,Kinsley Carnson,"Wine - White, Cooking",clothing,2,693.35,0.74,4/28/2021,debit card,Amie Dun,adundl@purevolume.com,723-258-7563,992 Meadow Valley Road,delivered
491,Julian Bedinham,Fireball Whisky,clothing,10,323.52,0.19,2/4/2021,cash,Teodorico Offen,toffendm@plala.or.jp,720-162-1687,72 Reindahl Junction,pending
492,George Simkovich,Star Fruit,clothing,87,126.6,0.73,10/24/2020,credit card,Andi Callaby,acallabydn@about.com,801-892-8067,770 Crownhardt Parkway,delivered
493,Brent Prandi,"Nut - Cashews, Whole, Raw",clothing,73,921.24,0.47,11/26/2020,debit card,Araldo Booth-Jarvis,aboothjarvisdo@msn.com,689-678-0494,095 Weeping Birch Center,delivered
494,Wandis McBeth,Fenngreek Seed,food,23,483.94,0.75,11/6/2020,debit card,Pieter Eliez,peliezdp@nbcnews.com,377-327-5169,8 Golden Leaf Point,delivered
495,Brit Joanic,Bagel - Whole White Sesame,food,11,187.67,0.18,7/11/2021,credit card,Kendall Phythean,kphytheandq@mlb.com,891-873-2880,2 Karstens Court,shipped
496,Layton Koch,Straws - Cocktale,clothing,37,288.63,0.02,10/19/2020,credit card,Benedicto Newburn,bnewburndr@omniture.com,245-899-8033,59 Drewry Place,delivered
497,Donielle Endley,Pork - Kidney,clothing,43,812.21,0.77,4/11/2021,debit card,Vinny Harrod,vharrodds@wikia.com,637-370-8405,7681 Logan Place,delivered
498,Rania Bleasby,Bagels Poppyseed,electronics,9,114.97,0.66,10/10/2020,credit card,Nariko Bruff,nbruffdt@fc2.com,842-579-9609,2137 Kropf Road,delivered
499,Cameron Mundwell,Yogurt - Assorted Pack,food,11,742.9,0.63,5/26/2021,debit card,Sebastien Frenzel;,sfrenzeldu@netlog.com,679-999-7825,44509 Beilfuss Junction,shipped
500,Morey Hitschke,Bread - Sour Batard,clothing,28,821.63,0.55,3/11/2021,cash,Gavra Gibbons,ggibbonsdv@vkontakte.ru,853-553-8992,24263 Heath Road,shipped
501,Gerrie Pattesall,Wine - Casillero Deldiablo,clothing,62,386.64,0.94,1/1/2020,debit card,Charmane Najara,cnajaradw@qq.com,601-792-0817,117 Atwood Plaza,delivered
502,Averill Wonham,Tarragon - Fresh,food,77,561.45,0.92,10/1/2020,debit card,Linnea Gillogley,lgillogleydx@toplist.cz,769-983-3422,853 Green Pass,pending
503,Marice Killbey,"Beans - Turtle, Black, Dry",clothing,88,748.36,0.41,8/11/2021,debit card,Addy Ibbotson,aibbotsondy@prlog.org,426-746-1445,21756 Delladonna Way,pending
504,Gil Weddell,"Liqueur Banana, Ramazzotti",food,98,400.82,0.17,2/24/2020,debit card,Daisie Mouse,dmousedz@dion.ne.jp,966-239-1339,191 Petterle Avenue,shipped
505,Denice Placide,Longan,food,32,811.53,0.82,5/14/2021,debit card,Prinz Caudelier,pcaudeliere0@drupal.org,823-259-7361,0578 Summit Way,shipped
506,Michaela Kropach,Salmon - Canned,electronics,98,100.77,0.39,3/11/2020,debit card,Buck Shrimptone,bshrimptonee1@usatoday.com,465-293-7075,8013 La Follette Plaza,shipped
507,Lenore Lanegran,Wine - Clavet Saint Emilion,electronics,19,275.06,1,11/30/2020,cash,Whitney Blazi,wblazie2@bluehost.com,103-869-0961,79840 Londonderry Lane,delivered
508,Maddie McFadin,Tart - Butter Plain Squares,food,1,579.87,0.54,8/25/2021,debit card,Nelle Phelipeaux,nphelipeauxe3@businesswire.com,873-600-9983,670 Brickson Park Crossing,delivered
509,Rogerio Hegge,Coffee - Decafenated,electronics,26,689.1,0.09,4/5/2020,cash,Luce Kobiela,lkobielae4@bluehost.com,824-357-7316,927 Doe Crossing Way,delivered
510,Jodie Eacle,Melon - Watermelon Yellow,electronics,76,696.58,0.79,1/28/2021,cash,Hewe Demann,hdemanne5@shinystat.com,224-650-3240,53243 Kropf Alley,delivered
511,Chrotoem Bowlas,Ice Cream - Fudge Bars,clothing,89,982.38,0.5,12/8/2020,debit card,Elsbeth Fleury,efleurye6@google.com.au,687-828-9945,59948 Chive Plaza,delivered
512,Darla Abdey,Wine - Coteaux Du Tricastin Ac,clothing,16,909.68,0.5,5/10/2020,debit card,Eilis Robertazzi,erobertazzie7@arstechnica.com,686-379-4440,11 Melvin Avenue,pending
513,Ferdie Joliffe,Energy Drink Red Bull,food,52,499.55,0,1/6/2021,cash,Tab Daice,tdaicee8@sphinn.com,283-684-5386,4 Maywood Junction,delivered
514,Mellisent Harkins,Beef - Striploin Aa,electronics,74,744.13,0.42,4/29/2020,cash,Yul Kubanek,ykubaneke9@nhs.uk,194-345-1447,2697 Merrick Way,pending
515,Mollee Jiggins,"Thyme - Lemon, Fresh",food,65,570.45,0.33,1/14/2021,cash,Vinny Papa,vpapaea@friendfeed.com,334-303-7800,01 Novick Center,pending
516,Loren MacGaughy,Sping Loaded Cup Dispenser,electronics,64,41.28,0.22,8/9/2020,cash,Avis Tulley,atulleyeb@ibm.com,182-924-3877,942 Pleasure Road,pending
517,Sidonia Beranek,Muffin Batt - Blueberry Passion,food,37,528.7,0.57,1/17/2021,credit card,Bard Cereceres,bcereceresec@ft.com,388-585-1845,8 Merchant Drive,shipped
518,Lib McTavy,"Beans - Black Bean, Dry",clothing,94,929.57,0.16,11/27/2020,cash,Salli Abramski,sabramskied@si.edu,623-102-0223,2 Division Hill,delivered
519,Fitz Nathon,"Wine - Red, Black Opal Shiraz",food,93,421.41,0.55,12/6/2020,cash,Robinson Sugg,rsuggee@webs.com,528-532-0449,59 Sugar Plaza,shipped
520,Brockie Vanyakin,Cake - Dulce De Leche,electronics,53,164.6,0.38,6/2/2020,debit card,Dickie Lum,dlumef@msn.com,732-960-3947,91 Mayer Court,pending
521,Peri Fairhurst,Ecolab - Mikroklene 4/4 L,food,33,301.05,0.08,10/24/2020,cash,Stefa Sherrocks,ssherrockseg@seattletimes.com,599-490-1688,961 Twin Pines Road,pending
522,Biddie Dominik,Ginsing - Fresh,clothing,71,995.69,0.69,1/1/2020,debit card,Margo Feron,mferoneh@networksolutions.com,813-538-3006,32730 Coolidge Way,pending
523,Wanda Carnock,Chinese Foods - Chicken,clothing,63,587.87,0.41,3/29/2021,debit card,Emlen Bartlomieczak,ebartlomieczakei@addtoany.com,398-224-7454,432 Sunnyside Junction,delivered
524,Carlina Mc Caughan,Asparagus - Frozen,clothing,36,190.71,0.49,5/2/2021,cash,Nettie Kenwood,nkenwoodej@businessweek.com,946-768-1738,488 Melby Road,shipped
525,Sonny Got,Wine - Chardonnay South,clothing,86,535.73,0.11,6/1/2021,cash,Armand Copson,acopsonek@sogou.com,156-440-5140,10 Debra Hill,shipped
526,Jorge Gillhespy,Chicken - Leg / Back Attach,food,87,13.31,0.99,7/14/2021,credit card,Donny Younie,dyounieel@spotify.com,469-109-1398,7 South Hill,shipped
527,Ira Mohammed,Molasses - Fancy,food,79,397,0.71,11/29/2021,cash,Janine Alibone,jaliboneem@phpbb.com,558-351-2439,0382 Rigney Crossing,delivered
528,Corny Boissier,Cheese - Valancey,electronics,77,145.8,0.75,8/21/2020,cash,Winifred Lamplough,wlamploughen@nydailynews.com,441-969-8543,7015 Wayridge Pass,pending
529,Silvan McCaster,Clams - Canned,electronics,29,129.8,0.23,6/16/2020,credit card,Ware Schoolfield,wschoolfieldeo@nydailynews.com,721-257-2320,49 Ludington Drive,delivered
530,Oren Bergeon,Skirt - 24 Foot,electronics,69,814.87,0.5,1/25/2021,cash,Ginelle Prendiville,gprendivilleep@ca.gov,135-861-0314,4 Harbort Crossing,pending
531,Dani Vivyan,Mustard - Dijon,electronics,16,717.99,0.55,1/20/2020,debit card,Wilone Strahan,wstrahaneq@cam.ac.uk,241-616-5613,0547 Killdeer Hill,delivered
532,Flori Moreland,Puree - Strawberry,clothing,20,771.17,0.85,4/20/2020,cash,Vivyanne Tynewell,vtyneweller@bandcamp.com,388-220-3147,764 Hooker Plaza,pending
533,Editha Supple,Cheese - Goat With Herbs,clothing,10,825.19,0.47,2/5/2021,debit card,Olag Potkins,opotkinses@taobao.com,594-101-5155,7 Morningstar Crossing,pending
534,Carrol Hortop,Basil - Fresh,food,70,610.71,0.99,4/30/2021,debit card,Hubie Skeemor,hskeemoret@youtube.com,483-736-6320,04 Parkside Drive,shipped
535,Lulita Blakiston,"Pork - Tenderloin, Fresh",clothing,93,512.02,0.31,9/13/2021,cash,Lauren Chasmer,lchasmereu@npr.org,971-790-2925,34 Declaration Place,delivered
536,Gabbie Corkish,"Beans - Turtle, Black, Dry",clothing,40,594.76,0.46,10/21/2021,credit card,Gamaliel Fairholm,gfairholmev@sakura.ne.jp,883-350-4734,5472 Burrows Crossing,delivered
537,Nikki Pink,Monkfish Fresh - Skin Off,electronics,93,67.66,0.63,8/15/2020,credit card,Courtnay Dunsire,cdunsireew@yelp.com,915-463-4794,057 International Street,delivered
538,Teresa Paulin,Wine - Chateau Aqueria Tavel,clothing,94,656.18,0.78,6/15/2020,debit card,Giff MacIllrick,gmacillrickex@squidoo.com,289-238-2943,92523 Lawn Place,shipped
539,Maximilien Gerhts,Tea - Herbal Orange Spice,electronics,31,217.21,0.68,2/6/2020,debit card,Margy Harbidge,mharbidgeey@yandex.ru,318-452-6129,506 Debra Place,pending
540,Lisetta Duquesnay,Corn Syrup,food,4,906.78,0.93,8/24/2021,cash,Jarib Gogan,jgoganez@examiner.com,314-560-7608,3 Stoughton Alley,delivered
541,Eugen Maasz,Shrimp - Prawn,clothing,81,903.04,0.65,12/21/2021,credit card,Bartholomeo Ladon,bladonf0@loc.gov,939-512-4775,23 Division Crossing,pending
542,Sharlene Marshallsay,Wine - White Cab Sauv.on,clothing,59,117.04,0.7,6/15/2020,credit card,Monro Gredden,mgreddenf1@ca.gov,718-949-9697,2 Stoughton Park,shipped
543,Armin Vasler,"Olives - Black, Pitted",clothing,82,879.78,0.03,5/8/2020,cash,Abrahan Brussell,abrussellf2@cbslocal.com,395-851-6033,9219 Namekagon Center,delivered
544,Lester Busain,"Bread - Bagels, Mini",food,36,944.52,0.06,2/6/2020,credit card,Zoe Oluwatoyin,zoluwatoyinf3@youtube.com,381-425-4930,2788 Graedel Terrace,delivered
545,Donaugh MacFarlan,Soup Campbells - Tomato Bisque,food,37,966.3,0.85,11/30/2021,credit card,Kevin Brenston,kbrenstonf4@independent.co.uk,175-940-1406,7 Basil Lane,pending
546,Gregor Champken,Sausage - Liver,electronics,29,987.1,0.43,7/11/2021,credit card,Damita Brandt,dbrandtf5@addtoany.com,483-773-7743,152 Gerald Trail,pending
547,Brose Oakden,Clementine,electronics,35,866.4,0.77,2/6/2020,cash,Augusto Bordone,abordonef6@edublogs.org,658-638-2417,91 Lawn Street,shipped
548,Noah Sharrier,"Wine - Red, Pinot Noir, Chateau",electronics,16,297.13,0.57,12/29/2021,cash,Zacharie Smaleman,zsmalemanf7@bbb.org,871-866-1502,08 Katie Court,shipped
549,Raffarty Pickthall,Ice Cream - Super Sandwich,clothing,78,817.58,0.55,1/30/2020,credit card,Rich Raulin,rraulinf8@dmoz.org,732-661-3740,30478 Hallows Hill,shipped
550,Leola Arnauduc,Beef - Short Loin,electronics,27,288.54,0.6,11/10/2021,cash,Florance Crawcour,fcrawcourf9@samsung.com,703-751-0458,08 Maryland Road,pending
551,Dorothea Ballham,"Pork - Loin, Center Cut",clothing,70,84.57,0.19,6/7/2020,cash,Daffie Campanelle,dcampanellefa@dot.gov,827-738-9961,98 Utah Junction,shipped
552,Rodie Jeeks,"Leeks - Baby, White",clothing,72,402.24,0.24,1/31/2021,debit card,Marius Videneev,mvideneevfb@dagondesign.com,520-483-5963,17 Almo Center,shipped
553,Steven Tretter,Lettuce - Curly Endive,food,46,514.68,0.2,2/14/2020,cash,Randi O'Siaghail,rosiaghailfc@e-recht24.de,726-879-1237,2 Fieldstone Lane,delivered
554,Leonidas Yeardsley,Capers - Pickled,food,43,866.66,0.71,2/20/2021,credit card,Calley Hise,chisefd@over-blog.com,240-350-6921,1628 Laurel Way,delivered
555,Corry Lathe,Vaccum Bag - 14x20,clothing,82,166.79,0.07,6/6/2021,credit card,Frank Purviss,fpurvissfe@twitpic.com,595-312-0415,8 Oak Valley Way,delivered
556,Merry Paulot,Alize Red Passion,clothing,73,477.3,0.97,3/8/2021,credit card,Barris Izzard,bizzardff@mtv.com,684-369-4120,18175 Pearson Pass,delivered
557,Garvey Caswill,Peppercorns - Pink,food,39,507.3,0.1,4/11/2020,credit card,Auguste Bootherstone,abootherstonefg@yahoo.com,837-606-5059,63 Haas Point,delivered
558,Netta Bartomieu,Plaintain,food,28,725.88,0.31,3/15/2020,credit card,Zelda Catterick,zcatterickfh@parallels.com,133-509-7613,74265 Fordem Lane,shipped
559,Neysa Sturzaker,"Juice - Orange, Concentrate",clothing,53,716.35,0.41,7/28/2020,cash,Tiffi Hull,thullfi@seattletimes.com,893-878-3150,343 Raven Way,pending
560,Chrissie Richley,Lettuce - Spring Mix,clothing,12,153.34,0.02,3/21/2021,cash,Willis Coltman,wcoltmanfj@ucsd.edu,990-131-6319,0 Bayside Hill,delivered
561,Tonia Agius,Ice Cream - Life Savers,electronics,40,504.32,0.2,9/16/2020,debit card,Kermy Palatino,kpalatinofk@yolasite.com,845-573-7995,763 Kensington Alley,shipped
562,Maurita Wayvill,"Yogurt - Raspberry, 175 Gr",food,2,411.27,0.95,1/28/2020,credit card,Addison Mallinder,amallinderfl@wikipedia.org,580-860-7741,282 Sycamore Place,pending
563,Amalea Pettifer,Cumin - Ground,clothing,33,991.73,0.55,12/21/2020,cash,Hugh Cade,hcadefm@guardian.co.uk,569-521-3509,82 Aberg Parkway,delivered
564,Ediva Havercroft,"Potatoes - Instant, Mashed",clothing,63,821.78,0.91,2/22/2021,debit card,Sallee Groundwator,sgroundwatorfn@alexa.com,923-695-6170,2 Mallard Street,pending
565,Edsel Quinlan,Squid Ink,clothing,67,808.56,0.16,9/22/2021,debit card,Shepperd covino,scovinofo@xing.com,529-757-0669,15064 Gulseth Terrace,pending
566,Randi Leatt,Grapes - Black,electronics,60,168.13,0.6,1/21/2020,debit card,Trude Errichi,terrichifp@nba.com,103-529-0666,184 Northport Drive,shipped
567,Katheryn Lavarack,Swiss Chard - Red,electronics,53,394.77,0.26,5/23/2020,credit card,Arman Diemer,adiemerfq@free.fr,849-416-9817,50442 Fuller Circle,pending
568,Glen Gatfield,Squid - U 5,food,67,331.48,0.48,6/23/2020,credit card,Rivkah Dahlborg,rdahlborgfr@etsy.com,343-959-0091,1 Boyd Pass,shipped
569,Silvano Biddlecombe,Longos - Burritos,electronics,15,439.25,1,8/21/2020,cash,Giles Brookwood,gbrookwoodfs@scribd.com,979-900-3011,720 Golf Avenue,delivered
570,Kerry Wybrew,Cleaner - Pine Sol,electronics,83,838.76,0.74,2/6/2020,credit card,Adelle Bryde,abrydeft@about.me,921-899-6114,77692 Fairfield Lane,pending
571,Eduino Kenward,Wine - Segura Viudas Aria Brut,electronics,44,786.8,0.33,12/28/2021,cash,Maddy Hitcham,mhitchamfu@vinaora.com,547-724-8545,9730 Petterle Lane,delivered
572,Lalo Murphy,Jam - Apricot,food,52,624.41,0.26,12/26/2021,debit card,Bernardo Furley,bfurleyfv@nih.gov,611-343-6382,875 Arrowood Pass,delivered
573,Carree Sainz,Onions - Vidalia,electronics,78,268.27,0.97,2/18/2021,debit card,Nelle Nafzger,nnafzgerfw@cpanel.net,851-698-9771,534 Doe Crossing Plaza,pending
574,Haven Raimbauld,Fruit Salad Deluxe,clothing,87,907.98,0.01,6/5/2020,credit card,Luigi Weeke,lweekefx@xrea.com,325-212-2825,4504 Center Terrace,pending
575,Feliza Cerie,Bar - Sweet And Salty Chocolate,electronics,87,354.04,0.37,6/20/2021,cash,Royce Mingaye,rmingayefy@squarespace.com,801-331-2997,1 Loomis Point,pending
576,Karlee Denne,Tomatoes - Heirloom,clothing,8,445.17,0.58,12/3/2020,cash,Nani Pakenham,npakenhamfz@theatlantic.com,826-588-8984,32 Kenwood Drive,delivered
577,Stillmann Pittem,"Pork - Tenderloin, Fresh",clothing,54,733.92,0.32,3/31/2021,credit card,Rooney Langsdon,rlangsdong0@guardian.co.uk,859-351-6159,086 1st Park,delivered
578,Thatch Joynes,"Mushroom - Enoki, Dry",food,48,841.2,0.34,9/12/2020,credit card,Kingston Franzoli,kfranzolig1@nhs.uk,271-975-9346,636 Vermont Way,delivered
579,Riannon Matzkaitis,Bread - Pain Au Liat X12,clothing,37,347.86,0.96,8/11/2020,debit card,Port Baumann,pbaumanng2@wikia.com,222-221-2013,77962 Tennessee Alley,shipped
580,Lew Rilton,Bread Base - Italian,clothing,37,755.43,0.96,2/3/2021,credit card,Pattie Colston,pcolstong3@wiley.com,614-725-6980,624 Manitowish Crossing,shipped
581,Francisco Batty,"Chicken - Wings, Tip Off",electronics,29,206.88,0.37,12/19/2021,cash,Holden Drohane,hdrohaneg4@wunderground.com,965-872-2687,224 Upham Drive,shipped
582,Devin Simpkin,"Asparagus - White, Fresh",clothing,41,308.2,0.04,6/1/2021,credit card,Milly Lonergan,mlonergang5@vinaora.com,115-231-6244,90 Scofield Street,pending
583,Bobby Jump,Sugar - Splenda Sweetener,electronics,36,8.98,0.89,4/23/2021,credit card,Rosco McNickle,rmcnickleg6@ameblo.jp,957-524-5994,139 Starling Alley,delivered
584,Herrick Gott,Muffin Mix - Oatmeal,food,41,105.86,0.8,5/20/2021,credit card,Barrie Dyshart,bdyshartg7@usa.gov,785-635-2861,1 Fremont Place,shipped
585,Enoch Trollope,Heavy Duty Dust Pan,clothing,35,902.6,0.81,1/30/2021,credit card,Ainslie Ziehm,aziehmg8@stumbleupon.com,261-623-1643,3231 Forest Dale Park,pending
586,Benjie McGlaughn,"Syrup - Golden, Lyles",electronics,39,253.96,0.19,12/9/2020,cash,Noach Grigorini,ngrigorinig9@pinterest.com,971-434-1414,53295 Dottie Road,delivered
587,Udale Stamper,Bay Leaf,clothing,87,787.04,0.08,11/24/2020,cash,Laney Grier,lgrierga@cdbaby.com,974-916-6677,1 Carey Crossing,delivered
588,Guy Harman,Lobster - Live,clothing,88,907.52,0.48,3/16/2021,credit card,Humfrid Cattrall,hcattrallgb@telegraph.co.uk,668-952-1819,04 Utah Terrace,pending
589,Jean Brodway,Pasta - Agnolotti - Butternut,food,56,245.51,0.96,4/9/2020,cash,Pancho Itzhak,pitzhakgc@dyndns.org,498-201-0332,74917 Oakridge Way,delivered
590,Cayla Mellonby,Bread - Corn Muffaletta,clothing,43,206.13,0.94,7/22/2020,credit card,Karlan Berr,kberrgd@independent.co.uk,662-678-1750,1155 Melvin Court,shipped
591,Meghan Batchelar,"Mushroom - Chanterelle, Dry",food,58,369.04,0.58,12/29/2021,debit card,Dexter Duffett,dduffettge@hexun.com,727-707-4962,45 Haas Way,pending
592,Teador Waring,Pastry - Baked Scones - Mini,electronics,35,105.26,0.26,5/2/2021,credit card,Nicolais Brockest,nbrockestgf@bigcartel.com,797-771-4654,532 Karstens Junction,shipped
593,Octavius Pester,"Pork - Loin, Center Cut",food,96,608.81,0.09,7/15/2021,cash,Heda Clissell,hclissellgg@phoca.cz,107-147-2121,07 Raven Alley,pending
594,Zulema O'Docherty,"Soup - Knorr, Ministrone",electronics,95,508.54,0.86,8/31/2021,debit card,Dov Furphy,dfurphygh@dedecms.com,897-744-3035,45546 Cherokee Place,pending
595,Leslie Doull,"Club Soda - Schweppes, 355 Ml",clothing,8,737.04,0.28,7/5/2020,cash,Denni Mattiuzzi,dmattiuzzigi@ezinearticles.com,659-133-0665,9378 Starling Way,delivered
596,Jenni Magor,Pepper - Yellow Bell,clothing,80,288.41,0.69,6/4/2020,debit card,Collie McSporon,cmcsporongj@cisco.com,139-792-1525,84 Northview Point,shipped
597,Marylin Hansford,"Pasta - Shells, Medium, Dry",electronics,51,466.94,0.15,6/9/2020,cash,Issiah Savatier,isavatiergk@e-recht24.de,921-823-2797,32905 Tennyson Point,delivered
598,Valencia Anchor,Muffin - Mix - Bran And Maple 15l,electronics,60,648.98,0.06,2/27/2020,debit card,Julissa Seeger,jseegergl@deviantart.com,593-662-8294,8318 Service Point,pending
599,Joice Spriggin,Kellogs All Bran Bars,clothing,89,849.39,0.05,6/7/2021,cash,Esmeralda Longstreet,elongstreetgm@jiathis.com,364-397-2689,2066 Debra Trail,pending
